MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow,Latitude,Longitude,EsConfortable
13.6,22.7,0.0,20.0,10.1,70.0,31.0,46.0,34.0,8.0,1008.1,1007.6,1.0,0.0,18.6,21.3,0,0.0,0,-31.199,136.8206,0
15.3,21.2,0.0,4.6,0.0,61.0,9.0,26.0,91.0,97.0,1006.2,1001.2,8.0,8.0,18.1,17.7,0,84.6,1,-37.8289,140.7821,0
12.9,24.2,0.0,4.84,10.14,54.0,13.0,33.0,60.0,45.4,1026.1,1022.8,4.2,1.0,16.9,22.2,0,0.0,0,-34.0278,115.1058,0
23.7,29.2,0.0,10.0,10.8,37.0,20.0,26.0,57.0,53.0,1018.7,1015.1,1.0,1.0,26.7,28.3,0,0.0,0,-19.259,146.8169,1
-8.0,2.1,1.04,1.16,2.84,46.0,16.4,11.0,79.8,56.0,1023.4,1019.68,4.8,6.6,-2.16,1.2,0,0.0,0,-35.5294,148.7778,0
18.7,37.6,0.0,12.52,10.9,48.0,9.0,17.0,21.0,22.0,1014.1,1009.7,0.6,2.4,27.0,35.4,0,3.8,1,-25.3444,131.0369,0
18.2,28.6,0.0,9.96,9.48,35.0,13.0,15.0,60.0,36.0,1020.4,1015.2,8.0,8.0,21.1,26.5,0,4.0,1,-31.495,145.839,1
7.7,19.6,0.0,4.0,5.6,57.0,9.0,19.0,73.0,58.0,1017.9,1012.9,1.0,7.0,11.4,18.1,0,0.2,0,-37.8136,144.9631,0
3.5,13.8,0.0,1.36,3.0400000000000005,30.0,17.0,11.0,87.0,69.0,1026.0,1022.7,6.6,8.0,11.0,13.3,0,6.4,1,-37.5622,143.8503,0
18.6,32.6,0.0,8.24,10.16,37.0,19.0,15.0,53.0,33.0,1017.5,1013.0,3.2,1.6,25.5,31.9,0,0.0,0,-34.0278,115.1058,0
13.0,19.0,0.4,2.0,3.4,21.2,2.0,6.0,83.0,75.0,1022.1,1020.0,7.0,5.0,14.5,17.5,0,0.8,0,-35.0228,117.8814,0
21.3,31.0,0.0,6.6,10.0,37.0,17.0,24.0,68.0,69.0,1017.4,1014.0,2.0,4.6,27.5,29.0,0,0.0,0,-19.259,146.8169,0
5.0,12.1,0.4,1.7600000000000002,3.68,31.0,13.0,15.0,93.0,64.0,1007.6,1006.1,7.8,6.0,8.3,10.9,0,0.2,0,-35.4244,149.0888,0
4.1,14.0,0.2,1.6,7.0,30.0,11.0,19.0,88.0,61.0,1020.3,1019.3,1.0,3.0,6.7,13.5,0,0.0,0,-34.208,142.1246,0
9.4,11.5,0.4,1.0,0.5,50.0,20.0,17.0,89.0,87.0,1006.4,1004.8,8.0,8.0,10.3,10.0,0,11.6,1,-35.1082,147.3598,0
11.7,16.1,0.4,0.2,3.1,20.0,9.0,9.0,100.0,76.0,1020.9,1018.2,7.0,6.0,12.1,14.8,0,0.0,0,-34.208,142.1246,0
23.9,34.8,0.0,7.6,11.7,46.0,19.0,28.0,60.0,29.0,1014.6,1009.9,1.0,1.0,29.0,33.2,0,0.0,0,-12.4634,130.8456,0
19.2,23.4,35.4,3.2,2.44,24.0,7.0,15.0,100.0,86.0,1008.6,1008.8,8.0,7.2,20.1,22.4,1,6.8,1,-33.8789,150.743,0
4.1,19.0,0.4,4.2,10.6,50.0,19.0,26.0,54.0,45.0,1017.6,1011.4,1.0,7.0,13.3,18.0,0,2.8,1,-37.7037,145.0831,0
9.8,24.2,0.0,5.0,10.5,31.0,7.0,20.0,59.0,50.0,1018.3,1015.3,0.0,1.0,19.3,23.3,0,0.0,0,-19.259,146.8169,0
18.6,33.5,0.0,7.840000000000001,10.48,56.0,7.0,30.0,60.0,26.0,1012.58,1009.82,0.6,4.8,23.3,32.1,0,0.0,0,-33.7511,150.6942,0
4.6,17.2,0.0,2.1000000000000005,4.02,28.4,4.0,0.0,66.0,40.0,1022.72,1019.16,6.0,6.0,8.5,15.5,0,0.0,0,-32.9283,151.7817,0
15.7,26.5,0.0,5.0,9.7,26.0,4.0,13.0,71.0,60.0,1022.1,1018.7,5.0,3.0,22.5,24.6,0,0.0,0,-27.4698,153.0251,1
22.3,30.1,0.0,7.8,1.8,48.0,20.0,19.0,63.0,80.0,1010.4,1008.3,7.0,7.0,25.7,25.4,0,4.8,1,-29.4648,149.8343,0
6.6,12.9,8.4,0.8,4.7,39.0,9.0,17.0,99.0,76.0,1002.9,1002.0,6.4,4.6,8.7,12.0,1,1.0,0,-37.9144,141.2692,0
-4.2,3.8,0.0,2.44,4.58,41.0,20.0,11.0,65.0,65.0,1016.98,1015.76,5.2,7.4,-2.3,0.7,0,0.0,0,-35.5294,148.7778,0
15.9,28.3,0.0,0.8,4.0,24.0,9.0,15.0,82.0,37.0,1022.3,1019.6,7.0,7.0,18.3,26.7,0,0.0,0,-34.208,142.1246,0
7.8,21.1,0.2,4.68,7.619999999999999,24.0,0.0,13.0,99.0,56.0,1023.2,1020.82,6.0,5.4,14.5,20.1,0,0.2,0,-34.0278,115.1058,0
12.7,25.0,0.0,10.2,12.8,52.0,26.0,30.0,33.0,19.0,1008.7,1008.1,0.8,1.8,17.0,23.5,0,0.0,0,-35.2809,149.13,0
4.7,22.6,0.2,4.08,10.5,31.0,22.0,13.0,62.0,36.0,1023.5,1019.3,0.0,0.0,15.6,22.2,0,0.0,0,-31.669,116.0197,0
4.5,22.2,0.0,2.44,8.959999999999999,35.0,7.0,22.0,71.0,39.0,1030.6,1027.5,0.2,0.8,10.4,21.5,0,0.0,0,-36.3339,141.6503,0
14.1,30.2,0.0,7.279999999999999,10.8,43.0,19.0,15.0,31.0,14.0,1016.8,1013.0,2.6,3.0,22.5,28.4,0,0.0,0,-23.698,133.8807,0
13.0,14.2,20.0,3.56,0.38,43.0,6.0,24.0,97.0,88.0,1001.2,1002.9,7.4,7.6,13.9,11.3,1,16.8,1,-41.4332,147.1572,0
18.0,23.4,0.0,5.76,7.12,35.0,20.0,17.0,60.0,53.0,1023.7,1021.5,1.0,6.0,21.3,22.1,0,0.4,0,-29.0408,167.9547,1
8.5,22.6,1.8,2.4,2.4,57.0,13.0,39.0,66.0,44.0,1028.5,1027.4,2.0,2.0,16.3,21.3,1,0.0,0,-38.1026,147.0654,0
0.7,15.7,0.0,2.4,9.16,28.0,6.0,11.0,63.0,39.0,1026.2,1023.0,1.6,2.0,9.7,15.0,0,0.0,0,-31.495,145.839,0
13.4,22.7,0.0,4.26,3.0,43.0,20.0,20.0,75.0,84.0,1018.0,1013.2,4.0,7.6,17.0,17.8,0,0.4,0,-34.4278,150.8931,0
14.4,24.2,0.0,6.2,9.6,30.0,9.0,17.0,93.0,61.0,1022.8,1021.4,6.0,5.2,17.6,22.7,0,0.2,0,-38.3598,141.6032,1
14.1,37.3,0.0,8.08,12.16,30.0,4.0,9.0,62.0,20.0,1015.0,1010.6,0.4,1.6,22.3,35.3,0,0.0,0,-33.8789,150.743,0
4.3,13.9,0.0,2.8,5.3,44.0,17.0,26.0,58.0,58.0,1012.3,1009.9,6.0,8.0,9.0,12.6,0,3.0,1,-34.4747,138.9961,0
11.8,17.9,2.0,2.6,4.9,30.0,7.0,17.0,90.0,67.0,1022.2,1022.1,8.0,1.0,14.1,16.8,1,0.6,0,-38.3598,141.6032,0
20.4,24.1,0.6,4.2,0.2,41.0,20.0,28.0,78.0,72.0,1016.8,1014.9,7.0,8.0,22.6,23.2,0,4.8,1,-16.9186,145.7781,0
13.6,17.5,0.4,4.4,6.1,35.0,19.0,26.0,50.0,70.0,1026.5,1024.3,7.0,7.0,15.7,16.1,0,0.0,0,-29.0408,167.9547,1
17.0,25.5,0.0,6.6,3.9,35.0,15.0,22.0,62.0,62.0,1014.6,1010.4,7.0,7.0,22.2,24.6,0,0.0,0,-16.9186,145.7781,0
3.2,25.6,0.0,7.8,11.4,39.0,15.0,20.0,12.0,7.0,1020.8,1016.6,0.0,0.0,17.3,25.0,0,0.0,0,-23.698,133.8807,0
17.0,30.5,0.0,7.640000000000001,11.94,46.0,13.0,33.0,54.0,39.0,1018.1,1015.1,1.0,8.0,23.5,28.2,0,0.0,0,-29.4648,149.8343,0
7.5,17.8,0.4,3.2,7.8,34.6,9.0,4.0,72.0,80.0,1014.9,1013.9,3.0,5.0,13.0,15.0,0,0.2,0,-35.0228,117.8814,0
18.8,22.3,2.2,9.0,0.0,50.0,17.0,19.0,82.0,96.0,1006.2,1005.4,7.8,7.8,19.8,16.2,1,61.4,1,-37.8136,144.9631,0
10.6,25.0,0.0,5.680000000000001,6.98,65.0,13.0,31.0,83.0,41.0,1010.2,1007.1,6.4,4.0,14.1,23.6,0,0.2,0,-36.3339,141.6503,0
7.5,15.9,1.0,1.6,5.0,50.0,17.0,20.0,82.0,69.0,1014.1,1014.0,7.0,2.0,11.9,14.1,0,0.2,0,-37.669,144.841,0
17.6,24.8,0.0,4.319999999999999,5.86,50.0,17.0,37.0,70.0,67.0,1015.2,1008.8,5.2,5.4,20.9,22.9,0,0.2,0,-28.0167,153.4,0
5.1,16.8,0.0,2.0,3.0,46.0,11.0,22.0,83.0,64.0,1020.5,1016.5,8.0,8.0,8.3,16.4,0,0.8,0,-36.757,144.2794,0
16.9,27.8,0.0,8.72,11.16,61.0,19.0,30.0,59.0,70.0,1015.3,1009.7,3.4,3.8,23.8,20.1,0,2.0,1,-28.0167,153.4,0
14.6,33.6,0.8,6.6,13.6,74.0,52.0,39.0,47.0,24.0,1018.0,1014.9,0.0,1.0,23.7,31.3,0,0.0,0,-37.8136,144.9631,0
9.9,13.6,7.8,1.6,2.4,24.0,11.0,15.0,90.0,69.0,1008.0,1008.1,7.0,6.0,10.1,12.9,1,0.0,0,-35.1082,147.3598,0
5.4,22.2,0.0,4.8,11.3,24.0,15.0,13.0,63.0,30.0,1020.4,1018.1,0.0,1.0,12.5,21.1,0,0.0,0,-34.208,142.1246,0
14.2,22.8,10.6,3.84,6.0200000000000005,37.0,15.0,24.0,92.0,58.0,1025.4,1022.3,5.0,2.0,17.2,21.5,1,11.2,1,-32.7944,151.8347,0
8.1,17.2,13.0,5.12,6.080000000000001,57.0,19.0,19.0,78.0,83.0,1006.2,1012.2,4.8,7.0,13.9,14.6,1,4.4,1,-34.0278,115.1058,0
7.5,25.1,0.0,4.4,12.3,67.0,15.0,33.0,66.0,22.0,1031.2,1027.7,0.0,0.0,12.9,24.6,0,0.0,0,-37.8136,144.9631,0
11.1,26.7,0.0,8.0,10.9,80.0,31.0,35.0,26.0,16.0,1011.5,1011.1,2.6,3.8,20.3,25.4,0,0.0,0,-42.8821,147.3272,0
3.9,24.4,0.0,3.2,10.8,50.0,31.0,31.0,63.0,34.0,1020.7,1014.5,0.0,0.0,15.5,23.7,0,0.0,0,-29.4648,149.8343,0
11.6,19.8,0.0,1.64,3.4599999999999995,33.0,7.0,20.0,97.0,73.0,1027.3,1024.6,8.0,6.4,14.8,18.7,0,0.2,0,-32.7944,151.8347,0
25.0,30.9,2.6,5.4,3.6,41.0,26.0,13.0,76.0,74.0,1008.9,1008.1,7.0,8.0,29.5,28.5,1,4.0,1,-12.4634,130.8456,0
15.5,19.6,7.6,7.8,2.0,54.0,19.0,30.0,65.0,47.0,1025.8,1025.8,8.0,7.0,16.5,19.3,1,0.4,0,-33.8688,151.2093,0
12.0,27.8,0.0,5.6,11.3,39.0,7.0,15.0,68.0,32.0,1016.4,1013.5,6.0,3.4,17.5,25.7,0,0.0,0,-34.4747,138.9961,1
12.0,24.2,0.0,4.0,9.1,26.0,11.0,13.0,72.0,55.0,1030.4,1026.7,6.0,3.0,14.3,22.4,0,0.0,0,-33.8688,151.2093,1
9.8,29.6,0.0,5.88,10.18,35.0,11.0,17.0,72.0,36.0,1016.9,1012.5,3.2,2.8,18.5,28.7,0,0.0,0,-36.0737,146.9135,0
12.1,29.1,0.0,3.12,8.040000000000001,20.0,0.0,11.0,77.0,42.0,1018.8,1015.3,1.4,0.8,15.4,27.5,0,0.0,0,-36.0737,146.9135,1
5.3,10.6,8.0,1.4,6.7,65.0,24.0,22.0,79.0,69.0,1015.6,1016.5,7.0,8.0,8.5,10.1,1,2.2,1,-38.3598,141.6032,0
9.9,15.6,11.9,7.9,6.6,69.0,26.0,43.0,96.0,43.0,1001.6,1004.4,8.0,7.0,11.2,15.0,1,3.4,1,-34.4747,138.9961,0
8.0,29.5,0.0,5.5200000000000005,9.2,50.0,20.0,17.0,70.0,28.0,1022.6,1019.2,2.2,1.6,14.6,27.4,0,0.0,0,-36.3339,141.6503,0
14.8,20.6,3.4,4.2,4.3,35.0,7.0,17.0,71.0,58.0,1014.7,1013.3,7.0,3.0,17.2,19.9,1,2.6,1,-31.9505,115.8605,0
3.74,8.6,6.4,1.8,2.16,50.4,16.0,21.6,94.4,88.8,1008.22,1009.4,7.4,7.4,5.88,6.160000000000001,1,3.8,1,-35.5294,148.7778,0
20.9,24.9,1.0,3.4,3.5,67.0,37.0,33.0,80.0,74.0,1009.9,1012.0,7.0,5.0,21.5,22.7,0,2.2,1,-33.9399,151.1753,0
17.0,36.5,0.0,8.0,10.84,56.0,13.0,26.0,35.0,20.2,1016.1,1010.8,3.0,2.4,25.0,34.260000000000005,0,0.0,0,-14.4647,132.2661,0
9.5,17.7,0.2,4.4,4.8,61.0,22.0,31.0,54.0,47.0,1004.0,1003.0,6.0,6.0,12.9,15.9,0,29.4,1,-33.8688,151.2093,0
9.4,19.2,0.0,3.6,10.18,57.0,22.0,33.0,56.0,62.0,1025.1,1022.0,4.8,3.2,15.0,17.8,0,0.0,0,-34.9799,116.7314,0
-3.4,4.3,0.0,2.32,2.06,41.0,9.0,6.0,94.0,65.0,1022.78,1019.88,6.2,5.8,0.7,2.3,0,0.0,0,-35.5294,148.7778,0
22.8,30.2,1.4,5.0,8.3,28.0,13.0,15.0,69.0,68.0,1010.8,1006.9,7.0,2.0,27.6,29.2,1,3.0,1,-16.9186,145.7781,0
11.1,18.9,0.0,3.8,4.5,41.0,26.0,28.0,76.0,56.0,1020.7,1020.0,4.8,3.0,13.7,16.6,0,0.0,0,-37.5622,143.8503,0
13.7,19.6,0.4,0.2,0.6,41.0,17.0,13.0,91.0,79.0,1016.9,1016.4,8.0,6.0,15.9,18.5,0,12.8,1,-31.9402,115.9674,0
21.5,29.9,0.0,7.0,9.82,72.0,31.0,52.0,44.0,56.0,1013.6,1010.3,2.2,4.2,27.1,26.5,0,0.0,0,-28.0167,153.4,0
12.1,24.2,0.0,5.48,10.2,35.0,11.0,7.0,73.0,54.0,1010.0,1009.3,5.2,5.6,20.1,24.1,0,0.0,0,-41.4332,147.1572,1
19.0,25.5,0.0,6.720000000000001,9.9,35.0,28.0,24.0,32.0,38.0,1013.1,1012.9,3.2,3.8,23.2,24.6,0,0.0,0,-28.0167,153.4,1
4.1,12.1,3.8,0.6,5.2,41.0,19.0,20.0,85.0,57.0,1021.8,1021.6,6.0,5.0,6.2,11.9,1,0.0,0,-35.1082,147.3598,0
9.2,22.6,0.0,3.2,9.5,19.0,6.0,6.0,47.0,38.0,1024.2,1021.5,0.0,1.0,15.8,21.8,0,0.0,0,-27.4698,153.0251,0
15.8,21.5,18.4,1.6,0.0,33.0,7.0,13.0,98.0,60.0,1013.4,1010.7,7.0,5.0,16.8,20.6,1,0.2,0,-31.9505,115.8605,0
11.2,21.1,0.0,3.56,6.98,22.0,7.0,13.0,65.0,60.0,1023.8,1021.6,4.4,5.6,17.5,20.2,0,0.0,0,-28.0167,153.4,1
17.5,34.1,0.0,9.84,12.9,54.0,13.0,13.0,41.0,39.0,1010.8,1007.1,1.0,4.0,28.6,28.6,0,0.0,0,-31.669,116.0197,0
6.7,30.5,0.0,8.8,11.3,33.0,4.0,17.0,22.0,3.0,1016.8,1011.6,0.0,1.0,18.8,29.5,0,0.0,0,-23.698,133.8807,0
6.3,13.8,0.4,2.28,1.02,41.0,6.0,7.0,86.2,90.0,1012.84,1009.66,7.8,7.8,8.48,11.6,0,0.4,0,-35.5294,148.7778,0
19.6,26.1,50.6,4.2,1.2,28.0,4.0,13.0,94.0,72.0,1010.4,1008.1,8.0,7.0,21.0,24.9,1,0.8,0,-27.4698,153.0251,0
4.7,11.0,0.6,1.0,0.8,15.0,7.0,9.0,93.0,92.0,1019.1,1018.2,7.0,7.0,8.0,9.6,0,0.4,0,-35.1082,147.3598,0
9.5,18.6,0.0,3.4,8.6,31.0,6.0,19.0,62.0,55.0,1013.4,1009.4,4.0,3.0,16.1,17.3,0,3.8,1,-32.7944,151.8347,0
1.7,15.4,0.0,1.48,5.82,24.0,9.0,7.0,76.0,53.0,1025.6,1023.2,8.0,8.0,9.4,13.8,0,0.0,0,-35.2809,149.13,0
11.5,31.1,0.0,4.2,12.6,33.0,15.0,6.0,60.0,23.0,1018.3,1013.9,1.0,3.0,20.4,29.8,0,0.0,0,-29.4648,149.8343,0
11.1,28.1,0.0,10.8,11.5,37.0,26.0,13.0,56.0,25.0,1015.8,1011.4,1.0,2.0,15.0,25.9,0,0.0,0,-34.208,142.1246,0
11.9,27.4,0.0,5.0,1.3,30.0,2.0,2.0,80.0,65.0,1012.7,1009.7,7.0,7.0,17.4,22.1,0,0.0,0,-37.669,144.841,0
12.3,23.7,0.0,7.6,8.0,52.0,15.0,28.0,61.0,85.0,993.4,984.4,5.0,5.0,19.2,18.1,0,20.2,1,-42.8821,147.3272,0
-2.7,16.1,0.0,2.64,9.02,30.0,7.0,20.0,80.0,54.0,1024.4,1022.7,2.0,2.2,6.6,15.3,0,0.0,0,-35.2809,149.13,0
9.7,26.3,0.0,2.8,10.56,30.0,6.0,15.0,74.0,36.0,1011.5,1007.0,1.0,1.0,18.3,24.7,0,0.0,0,-35.1082,147.3598,0
6.6,18.8,0.0,3.6,5.160000000000001,17.0,4.0,9.0,97.0,56.0,1015.9,1012.2,7.0,5.8,8.4,18.5,0,0.2,0,-35.1082,147.3598,0
6.8,12.8,0.0,2.0,6.180000000000001,31.0,15.0,13.0,89.0,69.0,1012.6,1010.8,5.2,6.0,7.7,11.9,0,0.0,0,-35.4244,149.0888,0
14.0,19.6,0.0,8.0,12.2,33.0,7.0,22.0,57.0,63.0,1016.5,1013.8,2.0,4.0,17.5,19.0,0,0.0,0,-35.0228,117.8814,1
15.0,26.6,1.2,0.4,9.2,30.0,11.0,13.0,68.0,59.0,1012.1,1009.3,5.0,5.0,22.7,24.9,1,0.0,0,-31.9505,115.8605,1
8.2,21.1,8.0,1.0,7.9,26.0,7.0,7.0,88.0,59.0,1016.6,1014.7,2.0,6.0,12.9,19.7,1,0.8,0,-35.1082,147.3598,0
7.7,14.6,1.4,2.0,7.9,57.0,13.0,24.0,95.0,61.0,1016.8,1019.3,5.0,3.0,9.1,13.1,1,0.4,0,-37.8289,140.7821,0
18.4,29.3,0.0,9.2,11.6,33.0,13.0,20.0,55.0,59.0,1016.0,1012.2,1.0,1.0,26.4,27.4,0,0.0,0,-16.9186,145.7781,1
19.4,28.9,0.6,5.2,7.4,63.0,9.0,24.0,78.0,63.0,1014.4,1008.8,5.0,6.4,23.3,27.0,0,19.8,1,-33.8688,151.2093,0
12.9,17.7,3.0,0.8,9.14,54.0,19.0,26.0,74.0,36.0,1009.6,1010.8,2.0,1.0,16.9,16.9,1,0.2,0,-31.495,145.839,0
8.8,13.2,1.0,1.8,3.2,41.0,17.0,19.0,80.0,77.0,1021.8,1021.1,7.0,7.0,9.2,11.0,0,0.0,0,-37.8136,144.9631,0
25.2,31.0,3.4,7.4,7.3,22.0,0.0,13.0,81.0,73.0,1011.7,1008.5,8.0,6.0,28.6,30.6,1,0.0,0,-16.9186,145.7781,0
14.1,28.1,0.0,10.4,8.680000000000001,31.0,19.0,13.0,60.0,36.0,1022.6,1018.1,8.0,5.0,21.0,27.5,0,0.0,0,-29.4648,149.8343,1
13.9,30.4,0.2,4.6,9.42,31.0,6.0,11.0,71.0,46.0,1018.6,1013.6,3.2,2.6,20.3,28.6,0,0.0,0,-37.8232,145.0078,0
17.9,28.4,0.0,6.279999999999999,9.58,28.0,20.0,22.0,66.0,58.0,1023.0,1021.6,3.4,2.8,25.4,26.1,0,0.0,0,-28.0167,153.4,1
21.2,36.0,0.0,12.4,13.1,39.0,9.0,15.0,40.0,37.0,1006.1,1003.6,0.0,1.0,29.2,30.3,0,0.4,0,-31.9505,115.8605,0
11.6,20.0,0.4,11.2,5.3,54.0,20.0,24.0,56.0,51.0,1015.1,1018.0,7.0,6.0,14.8,16.6,0,0.0,0,-37.7037,145.0831,0
22.3,29.8,0.0,7.6800000000000015,10.86,39.0,17.0,33.0,71.0,70.0,1015.9,1012.2,5.6,2.4,27.8,27.5,0,0.0,0,-28.0167,153.4,1
21.6,27.0,0.0,9.88,4.3,50.0,26.0,26.0,61.0,52.0,1013.3,1011.8,8.0,6.0,22.5,25.1,0,0.0,0,-31.669,116.0197,0
-0.7,13.7,0.0,1.9,5.340000000000001,15.0,0.0,9.0,95.0,57.0,1031.5,1029.9,8.0,5.0,3.3,12.3,0,0.0,0,-36.0737,146.9135,0
13.5,28.3,0.0,5.6,10.8,35.0,13.0,9.0,58.0,29.0,1027.8,1024.3,1.0,0.0,17.8,28.1,0,0.0,0,-31.9505,115.8605,0
9.2,17.0,0.0,0.8,8.1,26.0,11.0,15.0,67.0,60.0,1031.2,1028.1,2.0,2.0,12.7,16.4,0,0.0,0,-33.9399,151.1753,0
11.1,20.6,0.2,2.4,11.5,65.0,9.0,31.0,58.0,41.0,1018.9,1018.7,3.0,4.0,14.9,20.1,0,0.0,0,-42.8821,147.3272,0
9.5,14.2,0.0,1.4,6.6,24.0,2.0,11.0,74.0,63.0,1033.5,1031.3,7.0,3.0,10.4,13.4,0,0.0,0,-37.7037,145.0831,0
18.4,23.2,0.0,6.4,9.7,35.0,20.0,22.0,75.0,77.0,1017.4,1015.9,3.0,4.0,21.4,21.9,0,0.0,0,-29.0408,167.9547,0
8.4,17.7,0.4,1.0,5.5,41.0,20.0,20.0,87.0,83.0,1018.2,1016.0,5.0,7.0,12.3,16.0,0,7.6,1,-37.8289,140.7821,0
10.3,21.9,0.0,3.6,8.120000000000001,37.0,9.0,20.0,76.0,35.0,1024.1,1020.8,7.0,6.0,14.9,21.3,0,0.0,0,-35.1082,147.3598,1
22.7,27.1,0.6,3.2,0.0,44.0,24.0,20.0,73.0,72.0,1008.1,1006.0,7.0,7.0,25.6,26.1,0,0.8,0,-23.698,133.8807,0
10.0,29.7,0.0,10.0,10.38,41.0,9.0,13.0,60.0,26.0,1008.7,1006.4,6.0,4.6,16.9,27.3,0,0.0,0,-35.2809,149.13,0
6.7,17.9,0.0,2.8,8.8,37.0,24.0,13.0,74.0,51.0,1031.1,1027.4,3.0,5.0,8.6,16.8,0,0.0,0,-42.8821,147.3272,0
5.9,21.9,0.0,4.8,7.8,39.0,9.0,15.0,52.0,33.0,1017.3,1016.1,7.0,5.0,14.3,20.2,0,0.0,0,-34.4747,138.9961,0
12.0,24.2,0.0,4.48,11.0,45.4,4.0,22.0,48.0,26.0,1016.18,1013.32,1.0,0.0,19.0,23.8,0,0.0,0,-32.9283,151.7817,0
18.5,34.4,0.0,5.8,10.04,35.0,2.0,15.0,76.0,41.8,1013.2,1008.8,3.0,3.6,25.0,33.160000000000004,0,0.0,0,-14.4647,132.2661,0
10.8,21.0,0.0,4.0,0.9,37.0,15.0,15.0,74.0,45.0,1023.9,1017.6,7.0,8.0,15.3,20.7,0,5.8,1,-29.4648,149.8343,0
6.7,9.8,16.2,2.0,3.1,59.0,20.0,35.0,83.0,69.0,1012.1,1009.0,7.0,8.0,7.2,7.2,1,15.0,1,-35.2809,149.13,0
11.1,20.2,0.2,5.8,8.78,44.0,22.0,22.0,43.0,43.0,1025.0,1023.6,3.6,3.4,15.9,19.7,0,0.0,0,-34.9285,138.6007,0
14.6,35.2,0.0,10.04,9.62,59.0,28.0,33.0,27.0,18.0,1014.5,1010.7,4.0,5.8,24.8,32.5,0,0.0,0,-37.5622,143.8503,0
15.6,30.6,0.0,7.76,10.9,41.0,13.0,28.0,73.0,34.0,1012.5,1010.9,0.4,0.6,21.7,29.0,0,0.0,0,-31.669,116.0197,0
13.8,24.2,0.0,8.6,10.6,50.0,26.0,19.0,37.0,30.0,1014.9,1011.9,1.0,2.0,17.1,21.8,0,0.0,0,-33.9399,151.1753,0
-1.1,14.4,0.0,3.28,7.780000000000001,24.0,0.0,11.0,91.0,50.0,1025.0,1024.06,2.8,8.0,3.9,13.8,0,0.2,0,-41.4332,147.1572,0
5.3,24.4,0.0,4.6,11.7,31.0,6.0,15.0,99.0,39.0,1023.6,1019.6,3.0,1.0,9.5,23.3,0,0.0,0,-37.7037,145.0831,0
16.1,37.9,0.0,10.8,12.1,59.0,37.0,35.0,17.0,10.0,1013.1,1009.9,5.0,5.0,29.1,37.1,0,0.0,0,-37.669,144.841,0
7.4,17.0,1.2,1.0,7.8,28.0,6.0,13.0,92.0,44.0,1017.4,1015.2,4.0,6.0,10.5,16.1,1,0.0,0,-35.1082,147.3598,0
15.4,18.5,6.2,10.6,3.92,43.8,12.4,19.6,80.2,62.4,1015.6,1011.9,8.0,4.6,16.0,18.42,1,0.0,0,-35.0228,117.8814,0
4.3,20.8,0.0,3.62,9.18,30.0,17.0,19.0,72.0,46.0,1027.3,1023.6,2.0,1.4,10.4,20.2,0,0.0,0,-29.4648,149.8343,0
15.1,20.8,3.4,6.92,7.700000000000001,33.0,19.0,20.0,100.0,70.0,1017.3,1016.0,7.6,7.0,17.0,19.8,1,0.0,0,-34.0278,115.1058,0
2.7,11.2,17.4,1.2,3.1,46.0,24.0,28.0,92.0,77.0,1016.8,1019.6,8.0,8.0,8.5,10.5,1,11.4,1,-38.3598,141.6032,0
16.5,18.9,4.2,8.8,0.0,44.0,26.0,24.0,96.0,79.0,1017.4,1017.5,8.0,8.0,16.9,18.3,1,25.0,1,-33.9399,151.1753,0
19.9,32.0,0.0,9.0,12.1,26.0,7.0,15.0,55.0,44.0,1018.9,1015.4,1.0,1.0,27.5,30.2,0,0.0,0,-27.4698,153.0251,0
8.4,26.8,0.0,6.8,11.2,28.0,0.0,9.0,55.0,32.0,1014.3,1012.2,1.0,5.0,18.0,25.6,0,0.0,0,-35.1082,147.3598,0
8.1,25.9,0.0,8.0,11.1,50.0,35.0,24.0,18.0,8.0,1022.0,1016.9,0.0,0.0,18.6,25.3,0,0.0,0,-31.199,136.8206,0
20.8,24.5,1.8,6.74,0.5800000000000001,40.6,4.0,4.0,85.0,95.0,1007.34,1005.8,8.0,8.0,23.6,22.0,1,30.8,1,-32.9283,151.7817,0
16.6,26.6,0.4,2.0,3.8,31.0,9.0,15.0,55.0,74.0,1013.7,1012.9,7.0,7.0,20.5,24.3,0,0.0,0,-31.9505,115.8605,0
22.4,31.1,0.0,11.6,11.8,43.0,24.0,31.0,48.0,46.0,1014.4,1011.0,2.0,1.0,28.6,29.0,0,0.0,0,-19.259,146.8169,0
16.7,26.5,0.0,7.24,9.8,35.0,9.0,20.0,55.0,40.0,1019.2,1015.2,5.0,0.0,19.9,24.8,0,0.0,0,-31.669,116.0197,1
18.1,35.8,0.2,27.4,7.7,35.0,15.0,11.0,67.0,33.0,1017.0,1011.8,5.0,2.6,25.4,34.0,0,0.0,0,-37.8232,145.0078,0
19.5,23.9,1.0,3.2,0.0,24.0,9.0,7.0,78.0,85.0,1016.4,1014.8,7.2,7.6,21.2,22.3,0,15.0,1,-34.9285,138.6007,0
1.7,8.5,0.0,2.52,2.26,24.0,2.0,4.0,49.0,89.0,1019.3,1016.14,6.6,7.8,6.1,5.3,0,0.0,0,-35.5294,148.7778,0
